metric,generation_seed,mean,sample_std,pooled_within_std,between_generation_std_of_means,corrected_generation_component_std,total_std
rmse,53,35.30436647425945,1.7426230615627414,,,,
rmse,63,28.799060911401376,0.23081597670133874,,,,
rmse,aggregate,32.05171369283042,,1.242982532015413,4.599945677187516,4.566234676196245,3.6233432346467622
discriminative_score,53,0.4987843042850265,0.0012203940159496,,,,
discriminative_score,63,0.12213529128550796,0.011386720280332658,,,,
discriminative_score,aggregate,0.3104597977852672,,0.00809773919982314,0.26633107121917965,0.26630644907836176,0.19865821696934816
