generation_seed,evaluator_seed,rmse,mae,rul_score,discriminative_score,fake_accuracy,real_accuracy,predictive_seconds,discriminative_seconds
3,3,35.125187377856996,29.37476440398924,31.558654437933498,0.315590312815338,0.7590312815338043,0.8721493440968718,29.641650676727295,36.46373534202576
3,13,35.6589188107646,29.786570802811653,33.75748089769634,0.3284561049445005,0.6933400605449042,0.9635721493440969,29.44857096672058,36.380560636520386
3,23,35.70800444790564,29.792797127077655,34.421319487857005,0.2577194752774975,0.6580221997981837,0.8574167507568113,29.25454592704773,36.263988733291626
3,33,36.4709968273173,30.078877687454224,38.661054007454645,0.2950554994954592,0.7284561049445005,0.8616548940464177,29.439478397369385,35.97638154029846
3,43,35.69960207476448,29.77538853306924,34.21530575878638,0.24904137235116042,0.5126135216952573,0.9854692230070635,28.999261140823364,36.20598244667053
13,3,30.371150932186463,25.60249077889227,23.50133307507739,0.45050454086781033,0.9722502522704339,0.9287588294651867,29.425754070281982,37.44309711456299
13,13,30.10470356196886,25.17382494864925,21.544397784742465,0.43456104944500507,0.8902119071644803,0.9789101917255297,30.58400273323059,37.857157945632935
13,23,29.8017049053263,24.94139205255816,20.805799285121488,0.46977800201816344,0.9524722502522704,0.9870837537840566,29.78329634666443,35.74470114707947
13,33,29.98453664097495,25.237764035501787,21.974174472965796,0.4937941473259334,0.9938446014127145,0.9937436932391523,29.011605501174927,36.436729192733765
13,43,30.621479837332814,25.588234243854398,22.848125883377474,0.47396569122098886,0.9539858728557014,0.9939455095862765,28.63905930519104,36.2383074760437
23,3,36.230217439064795,28.25875546086219,484.4784524628258,0.25040363269424826,0.736226034308779,0.7645812310797174,29.48306107521057,36.668397426605225
23,13,35.52558073869881,27.791499860825077,446.2475252240873,0.28758829465186675,0.672351160443996,0.9028254288597376,29.86816167831421,37.062739849090576
23,23,36.4903648250949,28.52563221223893,471.18125019147175,0.23244197780020182,0.5983854692230071,0.8664984863773966,29.426701307296753,37.39852285385132
23,33,36.21952039775574,28.32315558002841,462.75480590546283,0.21806256306760852,0.6548940464177598,0.7812310797174571,29.728339910507202,37.48408818244934
23,43,36.567770546320155,28.456476996021888,490.4181126863079,0.21604439959636734,0.5993945509586277,0.832694248234107,29.92864418029785,36.53719711303711
33,3,34.83081260030742,27.154052549792873,230.4147924492109,0.4577699293642785,0.9596367305751766,0.9559031281533804,29.009273290634155,36.39973163604736
33,13,33.63499869701754,26.510237832223215,187.88784516495272,0.4611503531786074,0.9899091826437941,0.9323915237134208,29.364752292633057,36.11477565765381
33,23,33.368351355991535,26.322223209565685,191.83958288481026,0.46483350151362257,0.9491422805247225,0.9805247225025226,28.9896457195282,36.722055435180664
33,33,34.33499167673301,26.882288417508526,229.7491523113518,0.45459132189707363,0.9501513622603431,0.9590312815338042,29.140231370925903,36.29687690734863
33,43,32.432675305275474,25.597665486797208,135.8227507166334,0.4530272452068618,0.9410696266397578,0.9649848637739656,29.00942897796631,36.040414333343506
43,3,31.664166142168988,26.445587315867023,25.190314919796762,0.47633703329969723,0.9543895055499495,0.998284561049445,30.335299253463745,38.076592445373535
43,13,30.105963160693424,25.151768119104446,22.738965733606793,0.46382441977800204,0.9286579212916246,0.9989909182643795,30.820638418197632,38.178521394729614
43,23,29.78485102866906,25.00269279941436,21.765890886684968,0.4853683148335015,0.9711402623612513,0.9995963673057517,29.20244860649109,35.87356114387512
43,33,30.980065610581946,25.79296177433383,23.737372934653113,0.4817356205852674,0.9711402623612513,0.9923309788092836,28.82724952697754,36.20499348640442
43,43,30.20072446112656,25.241645497660482,22.43276482516766,0.45691220988900105,0.9402623612512614,0.9735620585267407,28.943122386932373,36.26138472557068
