generation_seed,evaluator_seed,rmse,mae,rul_score,discriminative_score,fake_accuracy,real_accuracy,predictive_seconds,discriminative_seconds
53,3,36.40856473403734,29.292259702351103,41.3675096661493,0.4992778045257583,0.9991574386133847,0.999398170438132,66.39327263832092,100.08924341201782
53,13,36.39026311098351,29.219508167399404,41.4574789268692,0.49939817043813195,0.9989167067886374,0.9998796340876264,66.44262599945068,101.24110150337219
53,23,33.35369213642996,26.84610430890529,29.21455374114069,0.4987963408762638,0.9986759749638903,0.9989167067886374,63.03292107582092,95.94130253791809
53,33,36.90435438966438,29.504766990779448,45.19643849017141,0.49668993740972556,0.9975926817525277,0.9957871930669234,63.79097938537598,96.63151454925537
53,43,33.46495800018205,27.036500492611445,29.42681667054613,0.49975926817525274,0.9997592681752527,0.9997592681752527,52.967987298965454,78.75579953193665
63,3,28.848743680565562,24.078202855172766,35.409204600028325,0.1285507944150217,0.4611218103033221,0.7959797785267212,53.255042552948,77.9829330444336
63,13,29.061863979605672,24.438105203930476,32.278060909521614,0.13727732306210882,0.4794174289841117,0.7951372171401059,51.213616371154785,79.7614278793335
63,23,28.964459084449402,24.145462750468013,36.328543353612474,0.11422725084256136,0.39973519499277804,0.8287193066923447,50.123942852020264,75.90324354171753
63,33,28.55643713763425,23.822078355030662,36.815536675534986,0.1085098700048146,0.27684159845931633,0.940178141550313,49.92729306221008,55.064321756362915
63,43,28.563800674751974,23.891475416058277,33.679187684472595,0.12211121810303327,0.346172363986519,0.8980500722195475,37.57272386550903,56.75637936592102
