generation_seed,evaluator_seed,rmse,mae,rul_score,discriminative_score,fake_accuracy,real_accuracy,predictive_seconds,discriminative_seconds
3,3,20.473798815848106,14.915260653495789,15.539765571819308,0.21066433566433562,0.5484515484515484,0.8728771228771228,12.276633501052856,34.97464847564697
3,13,17.738108473412396,12.68972674846649,8.91790778153975,0.2187812187812188,0.6303696303696303,0.8071928071928072,12.237468481063843,35.144612312316895
3,23,21.41884657102962,15.726013088226319,19.29920171080976,0.25287212787212787,0.813936063936064,0.6918081918081919,12.63315486907959,36.237616777420044
3,33,20.352090571173758,14.928286285400391,16.121872057937043,0.2627372627372627,0.782967032967033,0.7425074925074925,12.691490888595581,36.67795920372009
3,43,22.064839453635688,16.391889848709106,21.2389846462484,0.2276473526473527,0.6655844155844156,0.7897102897102897,12.74923324584961,35.597726583480835
13,3,18.29436329360541,12.812810554504395,12.735947843984293,0.11725774225774221,0.692057942057942,0.5424575424575424,12.26054048538208,35.338364124298096
13,13,17.460160021698286,12.34610387802124,10.666435180730721,0.12662337662337664,0.699050949050949,0.5541958041958042,12.190474271774292,34.51090383529663
13,23,17.63851970859491,12.35110878944397,11.690778445319348,0.12475024975024973,0.7295204795204795,0.51998001998002,11.985511541366577,34.844210386276245
13,33,19.9425974323048,13.836017265319825,22.60440721538683,0.11238761238761241,0.8331668331668332,0.3916083916083916,12.151249647140503,34.43878650665283
13,43,20.83162344265165,14.874406371116638,22.744128716020796,0.13636363636363635,0.6878121878121878,0.5849150849150849,12.141968965530396,34.50362515449524
23,3,22.28653542634062,15.838843231201173,29.82183090033552,0.16733266733266738,0.4985014985014985,0.8361638361638362,11.913467645645142,34.44872570037842
23,13,20.317890960457916,14.057020978927612,19.279712049750668,0.15946553446553446,0.4562937062937063,0.8626373626373627,12.128148794174194,34.52237677574158
23,23,21.41851238702666,15.156718316078186,24.477655076292425,0.17944555444555443,0.6888111888111889,0.6700799200799201,12.254241704940796,36.635743379592896
23,33,20.644812480366653,13.989768483638763,28.93199236757773,0.16433566433566438,0.5914085914085914,0.7372627372627373,12.508212566375732,36.20117688179016
23,43,25.158457522373965,18.00583016872406,60.09362968026141,0.17170329670329665,0.7145354645354646,0.6288711288711288,12.671568632125854,35.23640823364258
33,3,20.37560928825372,14.495666041374207,19.968865078527937,0.14685314685314688,0.7187812187812188,0.5749250749250749,12.238647937774658,34.95335388183594
33,13,18.371755969712076,12.831630434989929,13.070988096862875,0.1488511488511488,0.7135364635364635,0.5841658341658341,12.273604393005371,35.34287238121033
33,23,20.880320222911372,14.856324138641357,22.89803718718872,0.162962037962038,0.7475024975024975,0.5784215784215784,12.177055835723877,35.11036539077759
33,33,22.39100731550833,16.06925681114197,35.000476201153134,0.11813186813186816,0.494005994005994,0.7422577422577422,12.3697350025177,34.6468186378479
33,43,21.884800554768066,15.83341251373291,28.322997049410528,0.15147352647352652,0.6156343656343657,0.6873126873126874,12.014498710632324,35.30113863945007
43,3,22.78040965745738,16.375530252456667,33.429531479815644,0.3003246753246753,0.7952047952047953,0.8054445554445554,12.315094470977783,35.1840295791626
43,13,19.936877313074945,13.854546461105347,18.027646805342034,0.29295704295704295,0.7015484515484516,0.8843656343656343,12.252673625946045,34.54379487037659
43,23,21.624358016942708,15.660605897903443,25.030530258309682,0.27959540459540455,0.7972027972027972,0.761988011988012,12.242100238800049,35.933517932891846
43,33,21.117907321002978,14.870532350540161,29.303397056132127,0.274975024975025,0.8396603396603397,0.7102897102897103,12.39596176147461,35.80821633338928
43,43,22.527421516502965,16.53611054420471,28.120869857395977,0.2815934065934066,0.734015984015984,0.8291708291708292,12.547415494918823,36.272446632385254
