generation_seed,evaluator_seed,rmse,mae,rul_score,discriminative_score,fake_accuracy,real_accuracy,predictive_seconds,discriminative_seconds
3,3,14.701821615234477,11.069625482559204,3.6378793775613953,0.34766237841229997,0.7665516159397553,0.9287731408848446,9.823235511779785,34.93201041221619
3,13,14.75116497949845,11.45853642463684,3.6898150485068015,0.3710385942893003,0.8663319736429244,0.8757452149356761,9.581270694732666,34.478057622909546
3,23,14.65816459051309,10.8660853099823,3.714804060176951,0.35205522434891745,0.9055538123627236,0.7985566363351114,9.578333854675293,34.68462324142456
3,33,15.145640867449288,11.955651845932007,3.9754035793341416,0.36994038280514585,0.8588013806087229,0.8810793850015689,9.496522188186646,34.671104431152344
3,43,14.5196299128345,10.976861867904663,3.425609901845192,0.3545654220269846,0.786319422654534,0.9228114213994352,9.559319734573364,34.6937370300293
13,3,14.239031137692068,10.452115341424943,3.4926895081202867,0.21242547850643234,0.6975211797929087,0.7273297772199561,9.459045886993408,34.183769941329956
13,13,13.744786492141428,9.89995394229889,3.4026879139739608,0.211327267022278,0.7053655475368685,0.7172889865076875,9.28991150856018,34.30786466598511
13,23,14.285493531955327,10.36269544057548,3.7743251573903867,0.2077188578600565,0.7163476623784123,0.6990900533417007,9.49945616722107,34.538228273391724
13,33,13.833285646145166,10.171267367005349,3.2307340900707517,0.1998744901160966,0.6438657044242234,0.7558832758079699,9.469782590866089,34.509642601013184
13,43,13.829431440093087,10.11268810749054,3.1978780112233527,0.2321932852212112,0.683401317853781,0.7809852525886414,9.459454536437988,34.69488215446472
23,3,17.309352828665652,12.544297637939453,4.450748796121327,0.42312519610919364,0.8832758079698776,0.9629745842485096,9.544435262680054,34.66469407081604
23,13,18.205668931745713,13.567618584632873,5.5001873353886195,0.43018512707875745,0.8967681204894885,0.9636021336680264,9.496375799179077,34.371251821517944
23,23,17.47823565624214,12.696648659706115,4.645336543293757,0.4213994352055225,0.9350486350800126,0.9077502353310323,9.436267137527466,34.32253122329712
23,33,17.908601904479287,13.362140436172485,4.765298758773202,0.41732036397866334,0.9221838719799185,0.9124568559774082,9.53029751777649,34.375828981399536
23,43,17.264655341354416,12.599684419631958,4.41357802461195,0.42171320991528083,0.9406965798556637,0.902729839974898,9.554899215698242,34.158358573913574
33,3,14.94447914568915,11.001700971126557,4.6788331606391305,0.2649827423909633,0.7470975839347349,0.7828679008471917,9.401816368103027,34.72410750389099
33,13,15.304371731656579,11.620201244354249,4.927034855962699,0.25541261374333224,0.6281769689363037,0.8826482585503609,9.479304552078247,34.34783315658569
33,23,15.362172770773258,11.550667366981507,5.106004065161134,0.25839347348603703,0.7728271101349231,0.743959836837151,9.493800640106201,34.32209014892578
33,33,15.282040790098591,11.574371893405914,4.360095799736735,0.2729839974898023,0.7445873862566678,0.8013806087229369,9.458613395690918,34.359272718429565
33,43,15.031404181777946,11.43742344379425,4.414771573492143,0.26388453090680886,0.7470975839347349,0.7806714778788829,9.472468614578247,34.710243940353394
43,3,15.245344463395764,11.763115401268005,4.440038512244127,0.30859742704738,0.8406024474427362,0.7765924066520239,9.489534139633179,34.19998097419739
43,13,15.928461228071836,12.124764728546143,5.798571510715649,0.31251961091935987,0.7759648572325071,0.8490743646062128,9.430977821350098,35.53380489349365
43,23,16.076474487458107,12.246553163528443,5.844059980669926,0.30279259491684973,0.8145591465327895,0.79102604330091,9.912630558013916,36.50010585784912
43,33,15.043491157398364,11.679357943534852,4.153741867071349,0.30624411672419205,0.8064010040790712,0.8060872293693129,10.104873657226562,36.97694730758667
43,43,13.855830987834402,10.754269875884056,3.219524852596828,0.31283338562911833,0.768748038908064,0.8569187323501726,9.967214822769165,37.60897660255432
